idx,issue_time,comp_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity
3599,3051.236033,3051.243377,WRITE_10,96912032,1280,7344,3,005,0,20,96914592,0
3600,3051.236038,3051.247733,WRITE_10,96914592,1280,11695,4,005,0,21,96917152,1
3601,3051.236049,3051.251249,WRITE_10,96917152,1280,15200,5,005,0,23,96919712,1
3602,3051.251292,3051.255299,WRITE_10,96919712,1280,4007,1,005,0,31,96922272,1
3603,3051.251309,3051.259127,WRITE_10,96922272,1280,7818,2,005,0,4,96924832,1
3605,3051.259180,3051.262877,WRITE_10,96924832,1280,3697,2,005,0,5,96927392,1
3604,3051.254501,3051.262886,READ_10,37300440,4,8385,3,004,0,23,37300448,0
3606,3051.259195,3051.266482,WRITE_10,96927392,1280,7287,3,005,0,6,96929952,0
3608,3051.272998,3051.273986,WRITE_10,96929952,512,988,1,002,0,11,96930976,1
3610,3051.290303,3051.290404,READ_10,37301440,4,101,1,002,0,15,37301448,0
3611,3051.294999,3051.295105,READ_10,37301008,4,106,1,004,0,26,37301016,0
3612,3051.300188,3051.300293,READ_10,37302240,4,105,1,004,0,27,37302248,0
3613,3051.313540,3051.313645,READ_10,37310560,4,105,1,004,0,28,37310568,0
3614,3051.327445,3051.327551,READ_10,37311240,4,106,1,004,0,29,37311248,0
3615,3051.332803,3051.332923,READ_10,37301760,4,120,1,004,0,30,37301768,0
3616,3051.355002,3051.355125,READ_10,37300072,4,123,1,004,0,0,37300080,0
3617,3051.369565,3051.369685,READ_10,37300472,4,120,1,004,0,1,37300480,0
3618,3051.399345,3051.399464,READ_10,37301560,4,119,1,004,0,2,37301568,0
3619,3051.404391,3051.404497,READ_10,37310936,4,106,1,004,0,3,37310944,0
3620,3051.418206,3051.418310,READ_10,37301048,4,104,1,004,0,4,37301056,0
3621,3051.432488,3051.432591,READ_10,37310752,4,103,1,004,0,5,37310760,0
3622,3051.446498,3051.446601,READ_10,37300784,4,103,1,004,0,6,37300792,0
3623,3051.452202,3051.452308,READ_10,37299576,4,106,1,004,0,7,37299584,0
3624,3051.465300,3051.465403,READ_10,37300944,4,103,1,004,0,8,37300952,0
3626,3051.479530,3051.481981,WRITE_10,96930976,1280,2451,2,005,0,7,96933536,0
3625,3051.479486,3051.481992,READ_10,37310584,4,2506,1,004,0,9,37310592,0
3627,3051.479539,3051.484426,WRITE_10,96933536,1280,4887,3,005,0,8,96936096,0
3628,3051.479544,3051.486861,WRITE_10,96936096,1280,7317,4,005,0,10,96938656,1
3629,3051.479549,3051.489294,WRITE_10,96938656,1280,9745,5,005,0,11,96941216,1
3630,3051.479554,3051.491728,WRITE_10,96941216,1280,12174,6,005,0,12,96943776,1
3631,3051.479568,3051.494161,WRITE_10,96943776,1280,14593,7,005,0,13,96946336,1
3632,3051.486929,3051.494173,READ_10,37299720,4,7244,4,004,0,14,37299728,0
3633,3051.494180,3051.496625,WRITE_10,96946336,1280,2445,1,005,0,15,96948896,0
3634,3051.494187,3051.499064,WRITE_10,96948896,1280,4877,2,005,0,16,96951456,1
3635,3051.494193,3051.502829,WRITE_10,96951456,1280,8636,3,005,0,17,96954016,1
3636,3051.494198,3051.506250,WRITE_10,96954016,1280,12052,4,005,0,18,96956576,1
3637,3051.494203,3051.510322,WRITE_10,96956576,1280,16119,5,005,0,19,96959136,1
3638,3051.494213,3051.513956,WRITE_10,96959136,1280,19743,6,005,0,20,96961696,1
3640,3051.513978,3051.517914,WRITE_10,96961696,1280,3936,2,005,0,21,96964256,1
3639,3051.498961,3051.517923,READ_10,37301280,4,18962,6,004,0,15,37301288,0
3641,3051.513985,3051.521981,WRITE_10,96964256,1280,7996,3,005,0,22,96966816,0
3642,3051.513990,3051.525553,WRITE_10,96966816,1280,11563,4,005,0,23,96969376,1
3643,3051.513995,3051.529607,WRITE_10,96969376,1280,15612,5,005,0,31,96971936,1
3644,3051.514000,3051.533682,WRITE_10,96971936,1280,19682,6,005,0,0,96974496,1
3645,3051.514011,3051.536928,WRITE_10,96974496,1280,22917,7,005,0,1,96977056,1
3646,3051.522758,3051.536949,READ_10,37311048,4,14191,5,004,0,16,37311056,0
3649,3051.543943,3051.546388,WRITE_10,96977056,1280,2445,2,002,0,29,96979616,0
3648,3051.543937,3051.546399,READ_10,37301288,4,2462,1,002,0,28,37301296,0
3650,3051.543945,3051.548831,WRITE_10,96979616,1280,4886,3,002,0,30,96982176,0
3651,3051.543947,3051.551265,WRITE_10,96982176,1280,7318,4,002,0,3,96984736,1
3652,3051.543949,3051.553697,WRITE_10,96984736,1280,9748,5,002,0,4,96987296,1
3653,3051.543951,3051.556130,WRITE_10,96987296,1280,12179,6,002,0,5,96989856,1
3654,3051.543953,3051.559580,WRITE_10,96989856,1280,15627,7,002,0,6,96992416,1
3656,3051.566069,3051.568619,WRITE_10,96992416,1280,2550,1,002,0,16,96994976,1
3657,3051.566075,3051.571053,WRITE_10,96994976,1280,4978,2,002,0,17,96997536,1
3658,3051.566077,3051.573486,WRITE_10,96997536,1280,7409,3,002,0,18,97000096,1
3659,3051.566079,3051.575920,WRITE_10,97000096,1280,9841,4,002,0,19,97002656,1
3660,3051.566081,3051.578806,WRITE_10,97002656,1280,12725,5,002,0,20,97005216,1
3661,3051.566083,3051.582656,WRITE_10,97005216,1280,16573,6,002,0,21,97007776,1
3662,3051.566084,3051.582694,READ_10,37310688,4,16610,7,002,0,22,37310696,0
3663,3051.582681,3051.586411,WRITE_10,97007776,1280,3730,2,005,0,5,97010336,0
3664,3051.582689,3051.590292,WRITE_10,97010336,1280,7603,3,005,0,6,97012896,1
3665,3051.582694,3051.594031,WRITE_10,97012896,1280,11337,4,005,0,7,97015456,1
3666,3051.582700,3051.597859,WRITE_10,97015456,1280,15159,4,005,0,8,97018016,1
3667,3051.582705,3051.601321,WRITE_10,97018016,1280,18616,5,005,0,9,97020576,1
3668,3051.582716,3051.605458,WRITE_10,97020576,1280,22742,6,005,0,10,97023136,1
3670,3051.605484,3051.609096,WRITE_10,97023136,1280,3612,2,005,0,11,97025696,1
3669,3051.587485,3051.609106,READ_10,37311200,4,21621,6,004,0,23,37311208,0
3671,3051.605492,3051.612699,WRITE_10,97025696,1280,7207,3,005,0,12,97028256,0
3672,3051.605497,3051.616641,WRITE_10,97028256,1280,11144,4,005,0,13,97030816,1
3673,3051.605502,3051.619983,WRITE_10,97030816,1280,14481,5,005,0,14,97033376,1
3674,3051.605508,3051.623692,WRITE_10,97033376,1280,18184,6,005,0,15,97035936,1
3675,3051.605519,3051.627700,WRITE_10,97035936,1280,22181,7,005,0,16,97038496,1
3676,3051.613994,3051.627896,READ_10,37300688,4,13902,5,004,0,31,37300696,0
3679,3051.634075,3051.636522,WRITE_10,97038496,1280,2447,2,002,0,7,97041056,0
3678,3051.634070,3051.636531,READ_10,37310880,4,2461,1,002,0,6,37310888,0
3680,3051.634077,3051.638965,WRITE_10,97041056,1280,4888,3,002,0,8,97043616,0
3681,3051.634079,3051.641399,WRITE_10,97043616,1280,7320,4,002,0,9,97046176,1
3682,3051.634081,3051.643831,WRITE_10,97046176,1280,9750,5,002,0,10,97048736,1
3683,3051.634083,3051.646263,WRITE_10,97048736,1280,12180,6,002,0,11,97051296,1
3684,3051.634085,3051.649655,WRITE_10,97051296,1280,15570,7,002,0,12,97053856,1
3686,3051.655663,3051.658233,WRITE_10,97053856,1280,2570,1,002,0,23,97056416,1
3687,3051.655669,3051.660676,WRITE_10,97056416,1280,5007,2,002,0,24,97058976,1
3688,3051.655671,3051.663108,WRITE_10,97058976,1280,7437,3,002,0,25,97061536,1
3689,3051.655672,3051.665541,WRITE_10,97061536,1280,9869,4,002,0,26,97064096,1
3690,3051.655674,3051.667987,WRITE_10,97064096,1280,12313,5,002,0,27,97066656,1
3691,3051.655676,3051.671743,WRITE_10,97066656,1280,16067,6,002,0,28,97069216,1
3693,3051.671766,3051.675453,WRITE_10,97069216,1280,3687,2,005,0,23,97071776,1
3692,3051.655678,3051.675460,READ_10,37300520,4,19782,7,002,0,29,37300528,0
3694,3051.671774,3051.678846,WRITE_10,97071776,1280,7072,3,005,0,30,97074336,0
3695,3051.671780,3051.682614,WRITE_10,97074336,1280,10834,4,005,0,1,97076896,1
3696,3051.671790,3051.686640,WRITE_10,97076896,1280,14850,5,005,0,2,97079456,1
3698,3051.686664,3051.689876,WRITE_10,97079456,1280,3212,2,005,0,4,97082016,1
3697,3051.680150,3051.689886,READ_10,37300960,4,9736,3,004,0,3,37300968,0
3699,3051.686670,3051.693956,WRITE_10,97082016,1280,7286,3,005,0,5,97084576,0
3700,3051.686675,3051.697764,WRITE_10,97084576,1280,11089,4,005,0,6,97087136,1
3701,3051.686686,3051.700890,WRITE_10,97087136,1280,14204,5,005,0,7,97089696,1
3703,3051.700911,3051.704652,WRITE_10,97089696,1280,3741,2,005,0,8,97092256,1
3702,3051.694793,3051.704661,READ_10,37310800,4,9868,3,004,0,4,37310808,0
3704,3051.700918,3051.708465,WRITE_10,97092256,1280,7547,3,005,0,9,97094816,0
3705,3051.700923,3051.711684,WRITE_10,97094816,1280,10761,4,005,0,10,97097376,1
3706,3051.700933,3051.715524,WRITE_10,97097376,1280,14591,5,005,0,11,97099936,1
3709,3051.721969,3051.724414,WRITE_10,97099936,1280,2445,2,002,0,14,97102496,1
3708,3051.721963,3051.724423,READ_10,37300120,4,2460,1,002,0,13,37300128,0
3710,3051.721971,3051.726856,WRITE_10,97102496,1280,4885,3,002,0,15,97105056,0
3711,3051.721973,3051.729289,WRITE_10,97105056,1280,7316,4,002,0,16,97107616,1
3712,3051.721975,3051.731721,WRITE_10,97107616,1280,9746,5,002,0,17,97110176,1
3714,3051.734995,3051.737444,WRITE_10,97110176,1280,2449,1,002,0,29,97112736,1
3715,3051.735001,3051.739877,WRITE_10,97112736,1280,4876,2,002,0,30,97115296,1
3716,3051.735003,3051.742309,WRITE_10,97115296,1280,7306,3,002,0,0,97117856,1
3717,3051.735005,3051.744741,WRITE_10,97117856,1280,9736,4,002,0,1,97120416,1
3719,3051.744763,3051.748139,WRITE_10,97120416,1280,3376,2,005,0,15,97122976,1
3718,3051.742311,3051.748148,READ_10,37300152,4,5837,2,004,0,5,37300160,0
3720,3051.744771,3051.752552,WRITE_10,97122976,1280,7781,3,005,0,16,97125536,0
3721,3051.744776,3051.757020,WRITE_10,97125536,1280,12244,4,005,0,17,97128096,1
3722,3051.744787,3051.761215,WRITE_10,97128096,1280,16428,5,005,0,18,97130656,1
3724,3051.761238,3051.764584,WRITE_10,97130656,1280,3346,2,005,0,19,97133216,1
3723,3051.752991,3051.764594,READ_10,37311144,4,11603,3,004,0,6,37311152,0
3725,3051.761244,3051.768716,WRITE_10,97133216,1280,7472,3,005,0,20,97135776,0
3726,3051.761249,3051.772932,WRITE_10,97135776,1280,11683,4,005,0,21,97138336,1
3727,3051.761259,3051.776281,WRITE_10,97138336,1280,15022,5,005,0,22,97140896,1
3728,3051.776307,3051.780758,WRITE_10,97140896,1280,4451,1,005,0,23,97143456,1
3729,3051.776321,3051.785080,WRITE_10,97143456,1280,8759,2,005,0,31,97146016,1
3731,3051.785100,3051.788313,WRITE_10,97146016,1280,3213,2,005,0,0,97148576,1
3730,3051.783328,3051.788323,READ_10,37299544,4,4995,2,004,0,7,37299552,0
3732,3051.785111,3051.792783,WRITE_10,97148576,1280,7672,3,005,0,1,97151136,0
3734,3051.798942,3051.799928,WRITE_10,97151136,512,986,1,002,0,6,97152160,1
3736,3051.815740,3051.815855,READ_10,37300216,4,115,1,002,0,12,37300224,0
3737,3051.820969,3051.821091,READ_10,37301680,4,122,1,004,0,10,37301688,0
3738,3051.835215,3051.835333,READ_10,37301608,4,118,1,004,0,11,37301616,0
3739,3051.840514,3051.840616,READ_10,37300848,4,102,1,004,0,12,37300856,0
3740,3051.854475,3051.854580,READ_10,37301408,4,105,1,004,0,13,37301416,0
3741,3051.868321,3051.868430,READ_10,37302096,4,109,1,004,0,14,37302104,0
3742,3051.894376,3051.894487,READ_10,37310488,4,111,1,004,0,15,37310496,0
3743,3051.912037,3051.912144,READ_10,37301264,4,107,1,004,0,16,37301272,0
3744,3051.929550,3051.929673,READ_10,37301552,4,123,1,004,0,17,37301560,0
3745,3051.959503,3051.959611,READ_10,37299832,4,108,1,004,0,18,37299840,0
3746,3051.986428,3051.986536,READ_10,37301176,4,108,1,001,0,13,37301184,0
3747,3052.001877,3052.004357,WRITE_10,97152160,1280,2480,1,006,0,0,97154720,0
3748,3052.001886,3052.006766,WRITE_10,97154720,1280,4880,2,006,0,1,97157280,1
3749,3052.001891,3052.009200,WRITE_10,97157280,1280,7309,3,006,0,2,97159840,1
3750,3052.001896,3052.011664,WRITE_10,97159840,1280,9768,4,006,0,3,97162400,1
3751,3052.001901,3052.014069,WRITE_10,97162400,1280,12168,5,006,0,4,97164960,1
3752,3052.001915,3052.016530,WRITE_10,97164960,1280,14615,6,006,0,5,97167520,1
3753,3052.007776,3052.016532,READ_10,37300840,4,8756,5,001,0,14,37300848,0
3754,3052.016590,3052.019039,WRITE_10,97167520,1280,2449,1,006,0,6,97170080,0
3755,3052.016601,3052.021765,WRITE_10,97170080,1280,5164,2,006,0,7,97172640,1
3756,3052.016608,3052.026125,WRITE_10,97172640,1280,9517,3,006,0,12,97175200,1
3757,3052.016613,3052.029443,WRITE_10,97175200,1280,12830,4,006,0,15,97177760,1
3761,3052.030858,3052.032683,READ_10,313320496,16,1825,4,005,1,14,313320528,0
3762,3052.030872,3052.032686,READ_10,313320536,8,1814,5,005,1,15,313320552,0
3758,3052.016618,3052.033801,WRITE_10,97177760,1280,17183,5,006,0,16,97180320,0
3759,3052.016633,3052.037972,WRITE_10,97180320,1280,21339,6,006,0,17,97182880,1
3760,3052.020496,3052.038112,READ_10,37301704,4,17616,6,006,0,19,37301712,0
3763,3052.038083,3052.041606,WRITE_10,97182880,1280,3523,2,006,0,20,97185440,0
3764,3052.038109,3052.045883,WRITE_10,97185440,1280,7774,3,006,0,21,97188000,1
3765,3052.038148,3052.049988,WRITE_10,97188000,1280,11840,3,006,0,22,97190560,1
3766,3052.038163,3052.053990,WRITE_10,97190560,1280,15827,4,006,0,23,97193120,1
3767,3052.038178,3052.058210,WRITE_10,97193120,1280,20032,5,006,0,24,97195680,1
3768,3052.038216,3052.061666,WRITE_10,97195680,1280,23450,6,006,0,25,97198240,1
3769,3052.042106,3052.061768,READ_10,37301864,4,19662,6,004,0,19,37301872,0
3772,3052.068790,3052.071238,WRITE_10,97198240,1280,2448,2,002,0,0,97200800,0
3771,3052.068786,3052.071250,READ_10,37300056,4,2464,1,002,0,30,37300064,0
3773,3052.068792,3052.073710,WRITE_10,97200800,1280,4918,3,002,0,1,97203360,0
3774,3052.068794,3052.076142,WRITE_10,97203360,1280,7348,4,002,0,2,97205920,1
3775,3052.068796,3052.078546,WRITE_10,97205920,1280,9750,5,002,0,3,97208480,1
3776,3052.068798,3052.081611,WRITE_10,97208480,1280,12813,6,002,0,4,97211040,1
3777,3052.068799,3052.085568,WRITE_10,97211040,1280,16769,7,002,0,5,97213600,1
3779,3052.092029,3052.094695,READ_10,37301656,4,2666,1,002,0,18,37301664,0
3780,3052.092033,3052.094699,WRITE_10,97213600,1280,2666,2,002,0,19,97216160,0
3781,3052.092035,3052.097133,WRITE_10,97216160,1280,5098,3,002,0,20,97218720,1
3782,3052.092037,3052.099578,WRITE_10,97218720,1280,7541,4,002,0,21,97221280,1
3783,3052.092039,3052.102009,WRITE_10,97221280,1280,9970,5,002,0,22,97223840,1
3784,3052.092041,3052.104840,WRITE_10,97223840,1280,12799,6,002,0,23,97226400,1
3785,3052.092043,3052.108905,WRITE_10,97226400,1280,16862,7,002,0,31,97228960,1
3787,3052.106766,3052.108923,WRITE_10,138107112,1092,2157,3,004,1,23,138109296,0
3788,3052.106776,3052.108925,WRITE_10,138107104,4,2149,4,004,1,31,138107112,0
3786,3052.098540,3052.109007,READ_10,37311176,4,10467,5,004,0,20,37311184,0
3789,3052.106794,3052.109793,WRITE_10,138109296,440,2999,5,004,1,0,138110176,0
3790,3052.106799,3052.109794,WRITE_10,11037528,4,2995,6,004,1,1,11037536,0
3791,3052.109022,3052.112702,WRITE_10,97228960,1280,3680,3,006,0,27,97231520,0
3792,3052.109042,3052.116471,WRITE_10,97231520,1280,7429,4,006,0,28,97234080,1
3793,3052.109059,3052.120576,WRITE_10,97234080,1280,11517,5,006,0,29,97236640,1
3794,3052.109074,3052.124074,WRITE_10,97236640,1280,15000,6,006,0,30,97239200,1
3795,3052.109089,3052.128021,WRITE_10,97239200,1280,18932,7,006,0,0,97241760,1
3796,3052.109127,3052.132303,WRITE_10,97241760,1280,23176,8,006,0,1,97244320,1
3797,3052.112960,3052.132322,READ_10,37310840,4,19362,6,004,0,21,37310848,0
3798,3052.132418,3052.135662,WRITE_10,97244320,1280,3244,1,006,0,2,97246880,0
3799,3052.132442,3052.139629,WRITE_10,97246880,1280,7187,2,006,0,3,97249440,1
3800,3052.132458,3052.143740,WRITE_10,97249440,1280,11282,3,006,0,4,97252000,1
3801,3052.132472,3052.147274,WRITE_10,97252000,1280,14802,4,006,0,5,97254560,1
3802,3052.132487,3052.151281,WRITE_10,97254560,1280,18794,5,006,0,6,97257120,1
3803,3052.132525,3052.155202,WRITE_10,97257120,1280,22677,6,006,0,7,97259680,1
3804,3052.136202,3052.158711,READ_10,37310728,4,22509,6,002,0,0,37310736,0
3805,3052.155265,3052.158714,WRITE_10,97259680,1280,3449,2,006,0,8,97262240,0
3807,3052.165905,3052.168402,READ_10,37311000,4,2497,1,002,0,12,37311008,0
3808,3052.165909,3052.168406,WRITE_10,97262240,1280,2497,2,002,0,13,97264800,0
3809,3052.165911,3052.170799,WRITE_10,97264800,1280,4888,3,002,0,14,97267360,1
3810,3052.165913,3052.173260,WRITE_10,97267360,1280,7347,4,002,0,15,97269920,1
3811,3052.165915,3052.175692,WRITE_10,97269920,1280,9777,5,002,0,16,97272480,1
3812,3052.165917,3052.178574,WRITE_10,97272480,1280,12657,6,002,0,17,97275040,1
3815,3052.184257,3052.186934,WRITE_10,97275040,1280,2677,2,002,0,2,97277600,1
3814,3052.184249,3052.186959,READ_10,37299632,4,2710,1,002,0,1,37299640,0
3816,3052.184263,3052.189407,WRITE_10,97277600,1280,5144,3,002,0,3,97280160,0
3817,3052.184268,3052.191875,WRITE_10,97280160,1280,7607,4,002,0,4,97282720,1
3818,3052.184273,3052.194285,WRITE_10,97282720,1280,10012,5,002,0,5,97285280,1
3819,3052.184278,3052.197685,WRITE_10,97285280,1280,13407,6,002,0,6,97287840,1
3820,3052.184283,3052.201668,WRITE_10,97287840,1280,17385,7,002,0,7,97290400,1
3822,3052.201745,3052.205212,WRITE_10,97290400,1280,3467,2,006,0,9,97292960,1
3821,3052.190654,3052.205215,READ_10,37302136,4,14561,5,004,0,22,37302144,0
3823,3052.201753,3052.209404,WRITE_10,97292960,1280,7651,3,006,0,10,97295520,0
3824,3052.201758,3052.213008,WRITE_10,97295520,1280,11250,4,006,0,11,97298080,1
3825,3052.201772,3052.216996,WRITE_10,97298080,1280,15224,5,006,0,12,97300640,1
3826,3052.209217,3052.217126,READ_10,37302032,4,7909,4,006,0,13,37302040,0
3827,3052.217106,3052.220906,WRITE_10,97300640,1280,3800,2,006,0,14,97303200,0
3828,3052.217130,3052.224663,WRITE_10,97303200,1280,7533,2,006,0,15,97305760,1
3829,3052.217146,3052.229098,WRITE_10,97305760,1280,11952,3,006,0,16,97308320,1
3830,3052.217185,3052.232295,WRITE_10,97308320,1280,15110,4,006,0,17,97310880,1
3831,3052.221071,3052.232388,READ_10,37310808,4,11317,4,006,0,18,37310816,0
3832,3052.232405,3052.236464,WRITE_10,97310880,1280,4059,1,006,0,19,97313440,0
3833,3052.232425,3052.240636,WRITE_10,97313440,1280,8211,2,006,0,20,97316000,1
3834,3052.232441,3052.243884,WRITE_10,97316000,1280,11443,3,006,0,21,97318560,1
3835,3052.232478,3052.247889,WRITE_10,97318560,1280,15411,4,006,0,23,97321120,1
3836,3052.236289,3052.247943,READ_10,37300624,4,11654,5,006,0,24,37300632,0
3838,3052.254410,3052.256902,READ_10,37302080,4,2492,1,002,0,14,37302088,0
3839,3052.254415,3052.256906,WRITE_10,97323680,1280,2491,2,002,0,15,97326240,0
3840,3052.254415,3052.260235,WRITE_10,97321120,1280,5820,3,003,0,29,97323680,0
3841,3052.254417,3052.264171,WRITE_10,97326240,1280,9754,4,002,0,16,97328800,0
3842,3052.254420,3052.266575,WRITE_10,97328800,1280,12155,5,003,0,30,97331360,1
3844,3052.269452,3052.271955,WRITE_10,97331360,1280,2503,1,002,0,4,97333920,1
3845,3052.269466,3052.274383,WRITE_10,97333920,1280,4917,2,002,0,5,97336480,1
3846,3052.269468,3052.276828,WRITE_10,97336480,1280,7360,3,002,0,6,97339040,1
3847,3052.269470,3052.279258,WRITE_10,97339040,1280,9788,4,002,0,7,97341600,1
3848,3052.269471,3052.279262,READ_10,37301800,4,9791,5,002,0,8,37301808,0
3849,3052.279384,3052.282309,WRITE_10,97341600,1280,2925,1,006,0,25,97344160,0
3850,3052.279408,3052.285575,WRITE_10,97344160,1280,6167,2,006,0,26,97346720,1
3851,3052.279424,3052.289677,WRITE_10,97346720,1280,10253,3,006,0,27,97349280,1
3852,3052.279462,3052.293368,WRITE_10,97349280,1280,13906,4,006,0,28,97351840,1
3853,3052.283136,3052.293420,READ_10,56592,4,10284,4,004,0,23,56600,0
3854,3052.293477,3052.297284,WRITE_10,97351840,1280,3807,1,006,0,29,97354400,0
3855,3052.293501,3052.300991,WRITE_10,97354400,1280,7490,2,006,0,30,97356960,1
3856,3052.293520,3052.304824,READ_10,37311440,4,11304,3,006,0,0,37311448,0
3857,3052.293524,3052.304837,WRITE_10,97356960,1280,11313,4,006,0,1,97359520,0
3858,3052.293548,3052.308719,WRITE_10,97359520,1280,15171,5,005,0,2,97362080,1
3859,3052.308640,3052.312361,READ_10,37311568,4,3721,2,005,0,3,37311576,0
3860,3052.308777,3052.312365,WRITE_10,97362080,1280,3588,2,006,0,4,97364640,0
3861,3052.308796,3052.316272,WRITE_10,97364640,1280,7476,3,006,0,5,97367200,1
3862,3052.316332,3052.320014,WRITE_10,97367200,1280,3682,1,006,0,6,97369760,1
3863,3052.316349,3052.324078,WRITE_10,97369760,1280,7729,2,006,0,7,97372320,1
3864,3052.316713,3052.324174,READ_10,37311920,4,7461,3,004,0,24,37311928,0
3866,3052.330090,3052.331080,WRITE_10,97372320,512,990,1,002,0,9,97373344,0
3867,3052.330094,3052.331097,READ_10,37312016,4,1003,2,002,0,10,37312024,0
3868,3052.350983,3052.351086,READ_10,37312024,4,103,1,004,0,31,37312032,1
3869,3052.355657,3052.355756,READ_10,37312160,4,99,1,002,0,21,37312168,0
3870,3052.360292,3052.360390,READ_10,37312328,4,98,1,002,0,22,37312336,0
3871,3052.364909,3052.364963,READ_10,37312344,4,54,1,002,0,23,37312352,0
3872,3052.369491,3052.369606,READ_10,37313264,4,115,1,002,0,24,37313272,0
3873,3052.374131,3052.374228,READ_10,37312720,4,97,1,002,0,25,37312728,0
3874,3052.378606,3052.378704,READ_10,37312488,4,98,1,002,0,26,37312496,0
3875,3052.383204,3052.383254,READ_10,37312728,4,50,1,002,0,27,37312736,0
3876,3052.387775,3052.387888,READ_10,37313272,4,113,1,002,0,28,37313280,0
3877,3052.400880,3052.400980,READ_10,37313632,4,100,1,002,0,29,37313640,0
3878,3052.415186,3052.415286,READ_10,37313552,4,100,1,002,0,14,37313560,0
3879,3052.419656,3052.419754,READ_10,37314064,4,98,1,002,0,15,37314072,0
3880,3052.433838,3052.433952,READ_10,37311496,4,114,1,002,0,16,37311504,0
3881,3052.448146,3052.448261,READ_10,37311688,4,115,1,002,0,17,37311696,0
3882,3052.462372,3052.462485,READ_10,37311728,4,113,1,002,0,6,37311736,0
3883,3052.466994,3052.467107,READ_10,37314560,4,113,1,002,0,7,37314568,0
3884,3052.481081,3052.481180,READ_10,37314864,4,99,1,002,0,8,37314872,0
3885,3052.495345,3052.495444,READ_10,37312336,4,99,1,002,0,9,37312344,0
3886,3052.499949,3052.500062,READ_10,37312960,4,113,1,002,0,10,37312968,0
3887,3052.514133,3052.514248,READ_10,37313064,4,115,1,002,0,11,37313072,0
3888,3052.528466,3052.528567,READ_10,37313792,4,101,1,002,0,21,37313800,0
3889,3052.535815,3052.538310,WRITE_10,97373344,1280,2495,1,000,0,12,97375904,0
3890,3052.535825,3052.540748,WRITE_10,97375904,1280,4923,2,000,0,13,97378464,1
3891,3052.535830,3052.543139,WRITE_10,97378464,1280,7309,3,000,0,14,97381024,1
3892,3052.535836,3052.545577,WRITE_10,97381024,1280,9741,4,000,0,15,97383584,1
3893,3052.535841,3052.548048,WRITE_10,97383584,1280,12207,5,000,0,22,97386144,1
3894,3052.535855,3052.550481,WRITE_10,97386144,1280,14626,6,000,0,23,97388704,1
3895,3052.544461,3052.550485,READ_10,37314376,4,6024,4,002,0,24,37314384,0
3896,3052.550598,3052.553049,WRITE_10,97388704,1280,2451,1,005,0,22,97391264,0
3897,3052.550624,3052.555532,WRITE_10,97391264,1280,4908,2,005,0,23,97393824,1
3898,3052.550640,3052.558686,WRITE_10,97393824,1280,8046,3,005,0,25,97396384,1
3899,3052.550654,3052.562069,WRITE_10,97396384,1280,11415,4,005,0,26,97398944,1
3900,3052.550669,3052.566120,WRITE_10,97398944,1280,15451,5,005,0,27,97401504,1
3901,3052.550707,3052.569971,WRITE_10,97401504,1280,19264,6,005,0,28,97404064,1
3902,3052.567979,3052.573566,READ_10,37314304,4,5587,2,004,0,0,37314312,0
3903,3052.570034,3052.573570,WRITE_10,97404064,1280,3536,2,005,0,29,97406624,0
3904,3052.570054,3052.577285,WRITE_10,97406624,1280,7231,3,005,0,30,97409184,1
3905,3052.570079,3052.581069,WRITE_10,97409184,1280,10990,4,005,0,1,97411744,1
3906,3052.570084,3052.584437,WRITE_10,97411744,1280,14353,5,005,0,2,97414304,1
3907,3052.570089,3052.588313,WRITE_10,97414304,1280,18224,6,005,0,3,97416864,1
3908,3052.570102,3052.591924,WRITE_10,97416864,1280,21822,7,005,0,4,97419424,1
3910,3052.599033,3052.601530,READ_10,37314520,4,2497,1,002,0,22,37314528,0
3911,3052.599042,3052.601534,WRITE_10,97419424,1280,2492,2,002,0,23,97421984,0
3912,3052.599049,3052.603961,WRITE_10,97421984,1280,4912,3,002,0,24,97424544,1
3913,3052.599054,3052.606366,WRITE_10,97424544,1280,7312,4,002,0,25,97427104,1
3914,3052.599059,3052.608828,WRITE_10,97427104,1280,9769,5,002,0,26,97429664,1
3915,3052.599064,3052.611233,WRITE_10,97429664,1280,12169,6,002,0,27,97432224,1
3916,3052.599069,3052.614118,WRITE_10,97432224,1280,15049,7,002,0,28,97434784,1
3918,3052.620068,3052.622680,READ_10,37311928,4,2612,1,002,0,8,37311936,0
3919,3052.620079,3052.622684,WRITE_10,97434784,1280,2605,2,002,0,9,97437344,0
3920,3052.620085,3052.625103,WRITE_10,97437344,1280,5018,3,002,0,10,97439904,1
3921,3052.620091,3052.627549,WRITE_10,97439904,1280,7458,4,002,0,11,97442464,1
3922,3052.620096,3052.629970,WRITE_10,97442464,1280,9874,5,002,0,12,97445024,1
3923,3052.620101,3052.632415,WRITE_10,97445024,1280,12314,6,002,0,13,97447584,1
3924,3052.620106,3052.636066,WRITE_10,97447584,1280,15960,7,002,0,14,97450144,1
3925,3052.636135,3052.639807,WRITE_10,97450144,1280,3672,1,005,0,5,97452704,1
3926,3052.636145,3052.643183,WRITE_10,97452704,1280,7038,2,005,0,6,97455264,1
3927,3052.636150,3052.646966,WRITE_10,97455264,1280,10816,3,005,0,7,97457824,1
